q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3,queue
124,operational,8/22/2006,8/5/2009,,12/6/2019,CAISO,SILVER RIDGE MOUNT SIGNAL,,SDGE,imperial,,,CA,CAISO,Full Capacity,Imperial Valley Substation 230 kV,3/1/2011,Executed,IA Executed,Solar,Solar,,,600,,,119
125,operational,8/22/2006,,,12/4/2014,CAISO,MOJAVE SOLAR (FKA HARPER LAKE SOLAR),,SCE,san bernardino,,,CA,CAISO,Full Capacity,Coolwater-Kramer 230kv line,8/1/2010,Executed,IA Executed,Other,Steam Turbine,,,250,,,120
126,withdrawn,8/31/2006,,,,CAISO,SEARCHLIGHT 1,,SCE,clark,,,NV,CAISO,,Eldorado Substation 220kV bus,,,Facility Study,Wind,Wind,,,1500,,,121
128,withdrawn,9/1/2006,,,,CAISO,KRCD COMMUNITY POWER PLANT,,PGAE,fresno,,,CA,CAISO,,McCall Substation,12/1/2010,,Facility Study,Gas,Gas,,,600,,,122
127,withdrawn,9/1/2006,,,,CAISO,CONTRA COSTA CARBON PLANT RECONNECT (CCCPR),,PGAE,contra costa,,,CA,CAISO,,115kV Oleum Switchyard,8/1/2008,,System Impact Study,Other,Steam Turbine,,,27,,,123
129,withdrawn,9/13/2006,,10/24/2006,,CAISO,AMBOY,,SCE,san bernardino,,,CA,CAISO,,Pisgah 230kV Substation,3/1/2010,,Feasibility Study,Wind,Wind,,,400,,,124
130,withdrawn,9/13/2006,,,,CAISO,MOJAVE SOLAR PARK 2,,SCE,san bernardino,,,CA,CAISO,,Mohave Generating Station,,,Feasibility Study,Other,Steam Turbine,,,565,,,125
131,operational,9/25/2006,2/2/2010,,,CAISO,DPT 1,,SCE,san bernardino,,,CA,CAISO,,Eldorado-Baker-Cool Water-Dunn Siding-Mountain Pass 115kV line,6/30/2010,Executed,IA Executed,Other,Steam Turbine,,,132,,,126
132,operational,9/27/2006,8/4/2011,,12/7/2012,CAISO,NORTH SKY RIVER WIND,,SCE,kern,,,CA,CAISO,Full Capacity,Highwind Substation 230kV bus,,Executed,IA Executed,Wind,Wind,,,162,,,127
133,withdrawn,10/3/2006,,12/21/2006,,CAISO,CROSSROADS WIND,,SCE,san bernardino,,,CA,CAISO,,Pisgah-Lugo 230kV,3/1/2010,,Feasibility Study,Wind,Wind,,,140,,,128
134,withdrawn,10/9/2006,,,,CAISO,PASTORIA EXPANSION II,,SCE,kern,,,CA,CAISO,,Pastoria Substation,5/31/2010,,Feasibility Study,Gas,Gas,,,200,,,129
135,withdrawn,10/10/2006,,,,CAISO,GRANITE MOUNTAIN WIND FARM,,SCE,san bernardino,,,CA,CAISO,,Lugo-Pisgah 230kV line,9/30/2008,Executed,IA Executed,Wind,Wind,,,60,,,130
136,withdrawn,10/16/2006,,,,CAISO,FONTANA ENERGY CENTER,,SCE,san bernardino,,,CA,CAISO,,Etiwanda 230kV Substation,1/1/2010,,Facility Study,Gas,Gas,,,300,,,131
137,operational,10/17/2006,,,,CAISO,CARLSBAD 1,,SDGE,san diego,,,CA,CAISO,,Encina Substation 230 kV,8/1/2017,Executed,IA Executed,Gas,Gas,,,211,,,132
138,active,10/23/2006,10/9/2014,,,CAISO,SANDSTORM WIND POWER,,SCE,riverside,,,CA,CAISO,Partial Capacity,Devers Substation 220 kV,,Executed,IA Executed,Wind+Battery,Wind,Battery,,60,90,,133
139,withdrawn,10/24/2006,,,,CAISO,ETIWANDA CCGT,,SCE,san bernardino,,,CA,CAISO,,SCE Rancho Vista 500kV Sub,6/1/2010,,Facility Study,Gas,Gas,,,698,,,134
140,withdrawn,10/31/2006,,,,CAISO,NAVY 1,,SCE,inyo,,,CA,CAISO,,Coso-Kramer 230 kV,8/18/2011,,Feasibility Study,Other,Steam Turbine,,,75,,,134
141,withdrawn,11/3/2006,,12/11/2007,,CAISO,ETIWANDA SCGT EXPANSION,,SCE,san bernardino,,,CA,CAISO,,Rancho Vista 500 kV Substation,6/1/2010,,Feasibility Study,Gas,Gas,,,504,,,135
142,withdrawn,11/6/2006,,,,CAISO,KM ACQUISITIONS,,SCE,san bernardino,,,CA,CAISO,,Kramer Substation 220kV,,Executed,IA Executed,Other,Steam Turbine,,,80,,,136
143,withdrawn,11/6/2006,,11/26/2008,,CAISO,HDLA SOLAR,,SCE,san bernardino,,,CA,CAISO,,Kramer Substation,,,Feasibility Study,Other,Steam Turbine,,,80,,,137
144,withdrawn,11/6/2006,,,,CAISO,LUZ SOLAR PARTNERS,,SCE,san bernardino,,,CA,CAISO,,Kramer Substation,,,Feasibility Study,Other,Steam Turbine,,,320,,,138
145,withdrawn,11/8/2006,,10/23/2008,,CAISO,BIGHORN,,SCE,clark,,,NV,CAISO,,Eldorado 500 kV Substation,6/1/2010,,Feasibility Study,Gas,Gas,,,591,,,139
146,active,11/16/2006,8/4/2010,,,CAISO,DESERT SUNLIGHT PV I,,SCE,riverside,,,CA,CAISO,Partial Capacity,Red Bluff Substation 230kV,12/1/2008,Executed,IA Executed,Solar+Battery,Solar,Battery,,250,230,,140
148,withdrawn,11/16/2006,,,,CAISO,GREEN BORDERS GEOTHERMAL PHASE II,,SCE,church,,,NV,CAISO,,Oxbow 230kV Substation,10/1/2011,,Feasibility Study,Other,Steam Turbine,,,90,,,141
149,withdrawn,11/16/2006,,10/20/2008,,CAISO,NORTH SKY RIVER II WIND,,SCE,kern,,,CA,CAISO,,SCE Highwind Sub #2 (proposed) 230 kV,,,Feasibility Study,Wind,Wind,,,362,,,142
150,withdrawn,11/16/2006,,,,CAISO,LARKSPUR 3,,SDGE,san diego,,,CA,CAISO,,Border Substation 69 kV,5/15/2014,,Facility Study,Gas,Gas,,,47,,,143
147,active,11/16/2006,,,,CAISO,DESERT SUNLIGHT PV II,,SCE,riverside,,,CA,CAISO,Partial Capacity,Red Bluff Substation 230kV,2/1/2010,Executed,IA Executed,Solar+Battery,Solar,Battery,,300,230,,144
151,withdrawn,11/17/2006,,12/11/2006,,CAISO,TRANSCANADA PEAKER,,SCE,san bernardino,,,CA,CAISO,,Chino Substation 230kV Line,5/1/2011,,Feasibility Study,Gas,Gas,,,510,,,144
153,withdrawn,11/22/2006,,,,CAISO,ALTA Q153 (FKA ALTA 7),,SCE,kern,,,CA,CAISO,,Whirlwind Substation 230kV,5/30/2008,In Progress,Facility Study,Wind,Wind,,,100,,,145
152,withdrawn,11/22/2006,,10/29/2008,,CAISO,POINT SAL WIND,,PGAE,santa barbara,,,CA,CAISO,,Mesa-Divide #1 115kV line,,,System Impact Study,Wind,Wind,,,105,,,146
154,withdrawn,11/30/2006,,,,CAISO,FLYING WING SOLAR (FKA GENESIS SOLAR),,SCE,kern,,,CA,CAISO,Full Capacity,Windhub 230 kV Substation,,,Facility Study,Solar,Solar,,,250,,,147
155,withdrawn,12/1/2006,,,,CAISO,LSP OAKLAND,,PGAE,alameda,,,CA,CAISO,,Oakland C 115kV substation,5/31/2010,,System Impact Study,Gas,Gas,,,300,,,148
156,withdrawn,12/5/2006,,,,CAISO,DAGGETT WIND PROJECT II,,SCE,san bernardino,,,CA,CAISO,,Lugo-Pisgah 230kV line,3/1/2009,,System Impact Study,Wind,Wind,,,201,,,149
158,withdrawn,12/15/2006,,11/26/2008,,CAISO,ALTA 9,,SCE,kern,,,CA,CAISO,,66kV Rosamond-Delsur line,,,Feasibility Study,Wind,Wind,,,100,,,149
159,withdrawn,12/15/2006,,12/15/2009,,CAISO,ALTA 10,,SCE,kern,,,CA,CAISO,,Antelope-Magunden #1 220kV line,,,Feasibility Study,Wind,Wind,,,100,,,150
157,withdrawn,12/15/2006,,11/26/2008,,CAISO,ALTA 8,,SCE,kern,,,CA,CAISO,,66kV Rosamond-Antelope line,,,Feasibility Study,Wind,Wind,,,100,,,151
159A,operational,12/22/2006,10/26/2011,,1/13/2022,CAISO,ENERGIA SIERRA JUAREZ WIND,,SDGE,baja california,,,MX,CAISO,Full Capacity,East County Substation 230 kV,6/1/2009,Executed,IA Executed,Wind,Wind,,,256,,,151
160,withdrawn,12/29/2006,,,,CAISO,CALIFORNIA SOLAR ONE,,SCE,san bernardino,,,CA,CAISO,,Kramer,1/1/2009,,Feasibility Study,Other,Steam Turbine,,,220,,,152
161,withdrawn,1/4/2007,,,,CAISO,HARBOR II,,SCE,los angeles,,,CA,CAISO,,Harborgen Substation,5/1/2009,,System Impact Study,Gas,Gas,,,220,,,153
162,operational,1/5/2007,7/30/2010,,,CAISO,DPT 2,,SCE,san bernardino,,,CA,CAISO,,Eldorado-Baker-Cool Water-Dunn Siding-Mountain Pass 115kV line,6/30/2010,Executed,IA Executed,Other,Steam Turbine,,,126,,,154
163,operational,1/9/2007,9/29/2011,,8/30/2016,CAISO,DESERT STATELINE PROJECT,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Mountain Pass Substation 115kV,,Executed,IA Executed,Solar,Solar,,,300,,,155
164,withdrawn,1/12/2007,,11/19/2008,,CAISO,BAJANORTE WIND FACILITY,,SDGE,baja california,,,MX,CAISO,,Imperial Valley 230kV switchyard,10/1/2010,,Feasibility Study,Wind,Wind,,,1000,,,156
165,withdrawn,1/16/2007,,,,CAISO,DPT BROADWELL LAKE,,SCE,san bernardino,,,CA,CAISO,,Pisgah 230kV Substation bus,6/30/2011,,System Impact Study,Other,Steam Turbine,,,400,,,157
166,operational,1/23/2007,8/19/2009,,,CAISO,CALIFORNIA VALLEY PV,,PGAE,san luis obispo,,,CA,CAISO,,Midway-Morrow Bay 230kV line,,Executed,IA Executed,Solar,Solar,,,210,,,158
167,withdrawn,1/25/2007,,,,CAISO,BLYTHE III,,SCE,riverside,,,CA,CAISO,,500kV line to Midpoint Switching Station,6/1/2012,,Feasibility Study,Gas,Gas,,,700,,,159
170,withdrawn,2/2/2007,,,,CAISO,MOJAVE SOLEIL,,SCE,kern,,,CA,CAISO,,Substation 5 (aka Whirlwind),,,Feasibility Study,Solar,Solar,,,150,,,160
169,withdrawn,2/2/2007,,11/26/2008,,CAISO,IMPERIAL SOLEIL,,SDGE,imperial,,,CA,CAISO,,Imperial Valley 230kV bus,,,Feasibility Study,Other,Steam Turbine,,,212,,,161
168,withdrawn,2/2/2007,,,,CAISO,VIENTO MEXICANA,,SDGE,baja california,,,MX,CAISO,,Imperial Valley 500kV bus,,,Feasibility Study,Wind,Wind,,,1000,,,162
171,withdrawn,2/9/2007,,,,CAISO,DELTA WIND II,,PGAE,solano,,,CA,CAISO,,Vaca-Tesla 500kV line,,,Feasibility Study,Wind,Wind,,,500,,,163
172,withdrawn,2/15/2007,,,,CAISO,STOCKTON GENERATION,,PGAE,san joaquin,,,CA,CAISO,,Tesla-Bellota 230kV lines,5/15/2011,,Facility Study,Gas,Gas,,,508,,,164
173,withdrawn,2/16/2007,,,,CAISO,WELLHEAD POWER PALA,,SDGE,san diego,,,CA,CAISO,,Pala 69kV Substation,5/1/2011,,Facility Study,Gas,Gas,,,50,,,165
174,withdrawn,2/16/2007,,,,CAISO,PAINTED HILLS II,,SCE,riverside,,,CA,CAISO,,Devers-Venwind 115kV line,12/1/2008,,Feasibility Study,Wind,Wind,,,30,,,166
175,withdrawn,2/21/2007,,,,CAISO,ALTA Q175 (FKA ALTA 11),,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230kV,9/30/2008,,Facility Study,Wind,Wind,,,650,,,167
176,withdrawn,2/23/2007,,,,CAISO,WELLHEAD POWER MARGARITA,,SDGE,orange,,,CA,CAISO,,Margarita 138kV Substation,5/1/2008,,Facility Study,Gas,Gas,,,50,,,168
177,withdrawn,2/28/2007,,,,CAISO,CARQUINEZ WIND,,PGAE,contra costa,,,CA,CAISO,,Bahia   Moraga 230 kV Line,,,System Impact Study,Wind,Wind,,,100,,,169
178,withdrawn,2/28/2007,,11/19/2007,,CAISO,PACHECO WIND,,PGAE,merced,,,CA,CAISO,,Los Banos 230kV bus near Pacheco Pass,,,Feasibility Study,Wind,Wind,,,100,,,170
178B,withdrawn,2/28/2007,,,,CAISO,MEXICO WIND,,SDGE,mexicali,ensenada,,MX,CAISO,,Imperial Valley  230kV Substation,7/1/2010,,Feasibility Study,Wind,Wind,,,500,,,171
178A,withdrawn,2/28/2007,,11/24/2008,,CAISO,BAJA WIND,,SDGE,mexicali,ensenada,,MX,CAISO,,Miguel 230kV Bus,7/1/2011,,Feasibility Study,Wind,Wind,,,500,,,172
179,withdrawn,3/1/2007,,11/26/2008,,CAISO,EAGLE MOUNTAIN,,SCE,riverside,,,CA,CAISO,,Julian Hinds 230kV Substation,,,Feasibility Study,Other,Steam Turbine,,,300,,,173
181,withdrawn,3/2/2007,,,,CAISO,CPV CALIFORNIA II,,SCE,san bernardino,,,CA,CAISO,,New  230kV switchyard on the Chino-Serrano line,3/1/2010,,Feasibility Study,Gas,Gas,,,400,,,174
180,withdrawn,3/2/2007,,,,CAISO,CPV CALIFORNIA I,,SCE,san bernardino,,,CA,CAISO,,New 230kV Switchyard on the Mira Loma-Vista #2 line,5/1/2011,,Feasibility Study,Gas,Gas,,,564,,,175
183,withdrawn,3/5/2007,,10/10/2017,,CAISO,ESJ PHASE II PROJECT (FKA RUMOROSA WIND ENERGY PHASE II PROJECT),,SDGE,baja california,,,MX,CAISO,Energy Only,East County (ECO) Substation 230kV,11/1/2009,,Facility Study,Wind,Wind,,,300,,,176
184,withdrawn,3/5/2007,,,,CAISO,WESTERN GEOPOWER UNIT 1,,PGAE,sonoma,,,CA,CAISO,,Geysers #3-Cloverdale 115 kV line,1/1/2010,,Facility Study,Other,Steam Turbine,,,32,,,177
182,withdrawn,3/5/2007,,,,CAISO,DESERT SAPPHIRE PV,,SCE,kern,,,CA,CAISO,,Windhub Substation,,,Feasibility Study,Solar,Solar,,,500,,,178
185,withdrawn,3/6/2007,,,,CAISO,GREEN BORDERS GEOTHERMAL PHASE 2,,SCE,mineral,,,NV,CAISO,,Control Sub,8/1/2011,,System Impact Study,Other,Steam Turbine,,,150,,,179
186,withdrawn,3/7/2007,,11/28/2007,,CAISO,STOCKTON PEAKERS PROJECT,,PGAE,san joaquin,,,CA,CAISO,,Stockton¿A¿-Lockeford-Bellota 115kV #1&#2 lines & Tesla-Tracy 115kV line,,,Feasibility Study,Gas,Gas,,,211,,,180
187,withdrawn,3/14/2007,,,,CAISO,NEW GEYSERS,,PGAE,sonoma,,,CA,CAISO,,Geysers-Fulton 230kV transmission line,1/1/2011,,System Impact Study,Other,Steam Turbine,,,50,,,181
188,operational,3/23/2007,3/27/2013,,6/25/2015,CAISO,RISING TREE WIND FARM (FKA HOMESTEAD WIND FARM),,SCE,kern,,,CA,CAISO,Full Capacity,Windhub Substation 230kV,,Executed,IA Executed,Wind,Wind,,,198,,,182
189,operational,3/30/2007,,,6/10/2019,CAISO,CARLSBAD 2,,SDGE,san diego,,,CA,CAISO,Full Capacity,Encina Substation 138 kV,5/1/2010,Executed,IA Executed,Gas,Gas,,,106,,,183
190,withdrawn,3/30/2007,,,,CAISO,DOGHOUSE JUNCTION ENERGY CENTER,,SDGE,san diego,,,CA,CAISO,,Otay Mesa Energy Center 230kV Substation,3/1/2011,,Facility Study,Gas,Gas,,,330,,,184
192,withdrawn,4/2/2007,,,,CAISO,CPV CALIFORNIA IV,,SDGE,san diego,,,CA,CAISO,,San Luis Rey¿Mission 230kV transmission line,3/1/2010,,Feasibility Study,Gas,Gas,,,315,,,185
191,withdrawn,4/2/2007,,,,CAISO,CPV CALIFORNIA III,,SDGE,san diego,,,CA,CAISO,,Penasquistos Old Town 230kV transmission line,3/1/2010,,Feasibility Study,Gas,Gas,,,315,,,186
193,operational,4/4/2007,2/5/2011,,6/30/2021,CAISO,GENESIS MCCOY,,SCE,riverside,,,CA,CAISO,Partial Capacity,Colorado River Substation 500kV,,Executed,IA Executed,Other+Battery,Other,,,500,230,,187
194,operational,4/5/2007,10/30/2009,,,CAISO,CARRIZO PLAIN SOLAR,,PGAE,san luis obispo,,,CA,CAISO,,Morro Bay-Midway #1 & #2 lines 230kV,,Executed,IA Executed,Solar,Solar,,,190,,,188
195,withdrawn,4/6/2007,,,,CAISO,BPAE KERN FRONT,,SCE,kern,,,CA,CAISO,,Springerville Mugunden 230kV Line,1/1/2013,,Feasibility Study,Gas,Gas,,,725,,,189
196,withdrawn,4/13/2007,,,,CAISO,MADERA ENERGY CENTER,,PGAE,madera,,,CA,CAISO,,Borden Substation 230kV Bus,7/1/2011,,Feasibility Study,Gas,Gas,,,210,,,190
197,withdrawn,4/16/2007,,,,CAISO,CPV CALIFORNIA V,,SDGE,san diego,,,CA,CAISO,,Otay Mesa 230kV switchyard,12/1/2011,,Feasibility Study,Gas,Gas,,,315,,,191
198,withdrawn,4/18/2007,,,,CAISO,STAR GENERATION,,SDGE,san diego,,,CA,CAISO,,OMEC interconnection substation,2/28/2010,,Feasibility Study,Gas,Gas,,,400,,,192
203,withdrawn,4/19/2007,,,,CAISO,CAMP ROCK WIND,,SCE,san bernardino,,,CA,CAISO,,Cool Water-SEGS2-Tortilla 115kV line,,,Feasibility Study,Wind,Wind,,,199,,,193
201,operational,4/19/2007,8/20/2008,,6/16/2010,CAISO,ORANGE GROVE,,SDGE,san diego,,,CA,CAISO,,Pala Substation 69 kV,5/31/2008,Executed,IA Executed,Gas,Gas,,,99,,,194
200,withdrawn,4/19/2007,,,,CAISO,MILLIKEN,,SCE,riverside,,,CA,CAISO,,Mira Loma Substation,5/31/2010,,Feasibility Study,Gas,Gas,,,200,,,195
202,withdrawn,4/19/2007,,11/12/2008,,CAISO,CALICO MOUNTAINS WIND ENERGY,,SCE,san bernardino,,,CA,CAISO,,Cool Water-Kramer #1 230kV line,,,Feasibility Study,Wind,Wind,,,199,,,196
199,withdrawn,4/19/2007,,,,CAISO,STOCKTON REPOWERING PROJECT,,PGAE,san joaquin,,,CA,CAISO,,60kV bus at Posdef QF facility,,,System Impact Study,Gas,Gas,,,50,,,197
204,withdrawn,4/19/2007,,12/19/2008,,CAISO,IRON MOUNTAIN WIND ENERGY,,SCE,san bernardino,,,CA,CAISO,,Tortilla-Kramer 115 kV line,,,Feasibility Study,Wind,Wind,,,149,,,198
205,withdrawn,4/20/2007,,,,CAISO,EL DORADO SOLAR GENERATING STATION PROJECT,,SCE,clark,,,NV,CAISO,Full Capacity,El Dorado 220kV Switchyard,,,Facility Study,Other,Steam Turbine,,,5,,,199
206,withdrawn,4/23/2007,,,,CAISO,EL SEGUNDO 3 & 4 RE-POWER II,,SCE,los angeles,,,CA,CAISO,,El Sequndo 230kV Switchyard,1/30/2013,,Feasibility Study,Gas,Gas,,,200,,,200
207,withdrawn,4/26/2007,,,,CAISO,"LONG BEACH 5, 6, 7 & 8",,SCE,los angeles,,,CA,CAISO,,Long Beach Substation,8/30/2013,,Feasibility Study,Gas,Gas,,,557,,,201
209,withdrawn,5/3/2007,,12/17/2009,,CAISO,CONCEPCION II WIND GENERATION,,SDGE,baja california,,,MX,CAISO,,New 230/500kV substation near the 500kV IV-ML line,,,Feasibility Study,Wind,Wind,,,400,,,202
210,withdrawn,5/3/2007,,,,CAISO,DESERT SUNLIGHT PV III,,SCE,riverside,,,CA,CAISO,,Red Bluff Substation 230kV switchyard,,,Feasibility Study,Solar,Solar,,,500,,,203
208,withdrawn,5/3/2007,,,,CAISO,GV1,,PGAE,alameda,,,CA,CAISO,,Tracy-Herdlyn 69kV line,6/1/2008,,Feasibility Study,Solar,Solar,,,2,,,204
211,withdrawn,5/4/2007,,12/11/2008,,CAISO,HORSE LAKE WIND PROJECT,,PGAE,lassen,,,CA,CAISO,,Caribou 230kV Substation,,,Feasibility Study,Wind,Wind,,,201,,,205
212,withdrawn,5/9/2007,,,,CAISO,BEAR RIVER RIDGE WIND FARM,,PGAE,humboldt,,,CA,CAISO,,Rio Dell Substation 60kV,,In Progress,Facility Study,Wind,Wind,,,50,,,206
213,withdrawn,5/9/2007,,11/26/2008,,CAISO,DESERT WIND,,SCE,san bernardino,,,CA,CAISO,,Coolwater 220kV bus,,,Feasibility Study,Wind,Wind,,,180,,,207
214,withdrawn,5/10/2007,,11/12/2008,,CAISO,WATERMAN MOUNTAINS WIND ENERGY PROJECT,,SCE,san bernardino,,,CA,CAISO,,Coolwater-Kramer 115 kV line,,,Feasibility Study,Wind,Wind,,,49,,,208
215,withdrawn,5/21/2007,,10/10/2017,,CAISO,ESJ EXPANSION PROJECT (FKA RUMOROSA WIND EXPANSION),,SDGE,baja california,,,MX,CAISO,Energy Only,East County (ECO) Substation 230kV,5/1/2011,,Facility Study,Wind,Wind,,,420,,,209
218,withdrawn,5/22/2007,,,,CAISO,OLYMPUS POWER,,SDGE,san diego,,,CA,CAISO,,Loop Talega-Escondido 230kV line,3/31/2010,,Feasibility Study,Gas,Gas,,,99,,,210
217,withdrawn,5/22/2007,,,,CAISO,OCEANSIDE,,SDGE,san diego,,,CA,CAISO,,San Luis Rey-Melrose 69kV,3/31/2010,,Feasibility Study,Gas,Gas,,,99,,,211
216,withdrawn,5/22/2007,,,,CAISO,LONESTAR,,SDGE,san diego,,,CA,CAISO,,Otay Mesa Energy Center,3/31/2010,,Feasibility Study,Gas,Gas,,,99,,,212
222,active,5/23/2007,12/17/2010,,,CAISO,MONTEZUMA II,,PGAE,solano,,,CA,CAISO,Partial Capacity,Birds Landing 230 kV,,Executed,IA Executed,Wind+Battery,Wind,Battery,,78,54,,213
221,withdrawn,5/23/2007,,,,CAISO,DESERT ONYX PV,,SCE,san bernardino,,,CA,CAISO,,Cool Water-Kramer #1 230kV line,12/1/2011,,Feasibility Study,Solar,Solar,,,450,,,214
220,withdrawn,5/23/2007,,,,CAISO,DESERT GARNET PV,,SCE,san bernardino,,,CA,CAISO,,BLM West-Kramer 230kV line,12/1/2011,,Feasibility Study,Solar,Solar,,,450,,,215
219,withdrawn,5/23/2007,,,,CAISO,SONORAN,,SCE,riverside,,,CA,CAISO,,Colorado River Substation 500kV bus,6/1/2012,Executed,IA Executed,Solar,Solar,,,50,,,216
223,withdrawn,5/29/2007,,,,CAISO,NOBLE WELL WIND GENERATION PROJECT,,SCE,san bernardino,,,CA,CAISO,,Cool Water-Kramer #1 230kV line,,,Feasibility Study,Wind,Wind,,,170,,,217
224,withdrawn,5/30/2007,,,,CAISO,BORDER II,,SDGE,san diego,,,CA,CAISO,,69kV line next to Calpeak Border site,5/1/2010,,Feasibility Study,Gas,Gas,,,99,,,218
225,withdrawn,6/4/2007,,,,CAISO,BLYTHE III (REVISED),,SCE,riverside,,,CA,CAISO,,500kV line to the new Midpoint switching station,6/1/2012,,Feasibility Study,Gas,Gas,,,640,,,219
226,withdrawn,6/5/2007,,,,CAISO,RAINBOW ENERGY FACILITY,,SDGE,san diego,,,CA,CAISO,,New double circuit 230kV line into Escondido Substation,3/30/2012,,Feasibility Study,Gas,Gas,,,620,,,220
227,withdrawn,6/14/2007,,,,CAISO,BODEGA BAY PROJECT,,PGAE,marin,,,CA,CAISO,,Fulton-Ignacio 230kV #2 line,,,Feasibility Study,Wind,Wind,,,175,,,221
228,withdrawn,6/20/2007,,10/22/2007,,CAISO,CPV CALIFORNIA VI,,PGAE,alameda,,,CA,CAISO,,Newark Substation 230kV bus,6/1/2011,,Feasibility Study,Gas,Gas,,,630,,,222
230,withdrawn,6/21/2007,,,,CAISO,DESERT RUBY PV,,SCE,san bernardino,,,CA,CAISO,,Devers Substation,,,Feasibility Study,Solar,Solar,,,1000,,,223
229,withdrawn,6/21/2007,,,,CAISO,DESERT OPAL III PV,,SCE,san bernardino,,,CA,CAISO,,Devers Substation,,,Feasibility Study,Solar,Solar,,,1000,,,224
231,withdrawn,6/25/2007,,11/26/2008,,CAISO,PAINTED HILLS III,,SCE,riverside,,,CA,CAISO,,Venwind portion of Devers-Garnett-Venwind line,12/1/2009,,Feasibility Study,Wind,Wind,,,50,,,225
232,withdrawn,6/26/2007,,,,CAISO,RAMCO ENERGY CENTER,,SDGE,san diego,,,CA,CAISO,,Interconnection on Site,5/15/2010,,Feasibility Study,Gas,Gas,,,99,,,226
234,withdrawn,6/27/2007,,,,CAISO,JEAN LAKE SOLAR,,SCE,clark,,,NV,CAISO,,Proposed Eldorado-Ivanpah 230kV line,6/30/2013,,Feasibility Study,Other,Steam Turbine,,,400,,,227
233,operational,6/27/2007,7/30/2010,,,CAISO,IVANPAH SEGS 3,,SCE,san bernardino,,,CA,CAISO,,Ivanpah Substation 115kV,6/30/2013,Executed,IA Executed,Other,Steam Turbine,,,132,,,228
236,withdrawn,6/29/2007,,11/26/2008,,CAISO,CPV CALIFORNIA VIII,,PGAE,san joaquin,,,CA,CAISO,,Tesla Substation 230kV bus,6/1/2011,,Feasibility Study,Gas,Gas,,,630,,,229
235,withdrawn,6/29/2007,,11/26/2008,,CAISO,CPV CALIFORNIA VII,,PGAE,contra costa,,,CA,CAISO,,Tesla-Tracy #1 230kV line,6/1/2011,,Feasibility Study,Gas,Gas,,,630,,,230
237,withdrawn,7/2/2007,,11/24/2008,,CAISO,COPPER MOUNTAIN II,,SCE,clark,,,NV,CAISO,,Eldorado 220kV switchyard,5/1/2011,,Feasibility Study,Gas,Gas,,,634,,,231
238,withdrawn,7/11/2007,,11/26/2008,,CAISO,CARRIZO SOLAR FARM I,,PGAE,san luis obispo,,,CA,CAISO,,Temblor-San Luis Obispo 115kV line,12/1/2008,,Feasibility Study,Solar,Solar,,,45,,,232
239,operational,7/11/2007,2/22/2011,,2/13/2014,CAISO,CALIFORNIA VALLEY SOLAR RANCH (FKA CARRIZO SOLAR FARM II),,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Midway-Morro Bay 230kV line,12/1/2010,Executed,IA Executed,Solar,Solar,,,250,,,233
240,withdrawn,7/12/2007,,,,CAISO,SIBERIA PHASE I SEGS (FKA DPT BROADWELL LAKE II),,SCE,san bernardino,,,CA,CAISO,,Pisgah Sub 230kV,6/30/2014,,Facility Study,Other,Steam Turbine,,,400,,,234
241,withdrawn,7/12/2007,,,,CAISO,SIBERIA PHASE II SEGS (FKA DPT 9),,SCE,san bernardino,,,CA,CAISO,,Pisgah Sub 230kV,6/30/2015,,Facility Study,Other,Steam Turbine,,,400,,,235
242,operational,7/13/2007,4/20/2011,,,CAISO,DESERT TOPAZ PV 2,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Morro Bay-Midway 230kV line,9/1/2012,Executed,IA Executed,Solar,Solar,,,150,,,236
244,withdrawn,7/16/2007,,11/26/2008,,CAISO,LITTLE LAKE SOUTH WIND FARM,,SCE,kern,inyo,,CA,CAISO,,Control-Haiwee-Inyokern 115kV line,,,Feasibility Study,Wind,Wind,,,120,,,237
245,withdrawn,7/16/2007,,11/26/2008,,CAISO,SHAVERS VALLEY WIND FARM,,SCE,riverside,,,CA,CAISO,,Devers-Mirage-Julian Hinds 230kV line,,,Feasibility Study,Wind,Wind,,,228,,,238
243,withdrawn,7/16/2007,,11/26/2008,,CAISO,SOUTH BRISTOL MOUNTAINS WIND FARM,,SCE,san bernardino,,,CA,CAISO,,Pisgah 230kV Substation,,,Feasibility Study,Wind,Wind,,,429,,,239
246,withdrawn,7/17/2007,,11/26/2008,,CAISO,LAUREL MOUNTAIN WIND FARM,,SCE,kern,,,CA,CAISO,,Kramer-Inyokern-Randsburg #3 115kV line,,,Feasibility Study,Wind,Wind,,,120,,,240
250,withdrawn,7/30/2007,,,,CAISO,WALKER RIDGE WIND ENERGY PARK,,PGAE,lake,colusa,,CA,CAISO,Full Capacity,Redbud-Cortina 115kV line,8/1/2009,,Facility Study,Wind,Wind,,,66,,,241
